iata_code,name,continent,iso_country,municipality
CAO,Clayton Municipal Airpark,NA,US,Clayton
CAR,Caribou Municipal Airport,NA,US,Caribou
CBE,Greater Cumberland Regional Airport,NA,US,Cumberland
CBF,Council Bluffs Municipal Airport,NA,US,Council Bluffs
CBK,Shalz Field,NA,US,Colby
CBM,Columbus Air Force Base,NA,US,Columbus
KCC,Coffman Cove Seaplane Base,NA,US,Coffman Cove
CCB,Cable Airport,NA,US,Upland
CCR,Buchanan Field,NA,US,Concord
CCY,Northeast Iowa Regional Airport,NA,US,Charles City
LLX,Caledonia County Airport,NA,US,Lyndonville
CDC,Cedar City Regional Airport,NA,US,Cedar City
CDH,Harrell Field,NA,US,Camden
CDN,Woodward Field,NA,US,Camden
CDR,Chadron Municipal Airport,NA,US,Chadron
CDS,Childress Municipal Airport,NA,US,Childress
CDW,Essex County Airport,NA,US,Caldwell
CEA,Cessna Aircraft Field,NA,US,Wichita
CEC,Jack Mc Namara Field Airport,NA,US,Crescent City
CEF,Westover ARB/Metropolitan Airport,NA,US,Springfield/Chicopee
CEU,Oconee County Regional Airport,NA,US,Clemson
CEV,Mettel Field,NA,US,Connersville
CEW,Bob Sikes Airport,NA,US,Crestview
CEY,Kyle Oakley Field,NA,US,Murray
CEZ,Cortez Municipal Airport,NA,US,Cortez
CFD,Coulter Field,NA,US,Bryan
TZC,Tuscola Area Airport,NA,US,Caro
CFT,Greenlee County Airport,NA,US,Clifton/Morenci
CFV,Coffeyville Municipal Airport,NA,US,Coffeyville
KCG,Chignik Fisheries Airport,NA,US,Chignik
CGE,Cambridge Dorchester Airport,NA,US,Cambridge
CGF,Cuyahoga County Airport,NA,US,Cleveland
CGI,Cape Girardeau Regional Airport,NA,US,Cape Girardeau
CGS,College Park Airport,NA,US,College Park
CGX,Chicago Meigs Airport,NA,US,Chicago
CGZ,Casa Grande Municipal Airport,NA,US,Casa Grande
CHA,Lovell Field,NA,US,Chattanooga
CHK,Chickasha Municipal Airport,NA,US,Chickasha
CHO,Charlottesville Albemarle Airport,NA,US,Charlottesville
CHS,Charleston Air Force Base-International Airport,NA,US,Charleston
CIC,Chico Municipal Airport,NA,US,Chico
CID,The Eastern Iowa Airport,NA,US,Cedar Rapids
CIN,Arthur N Neu Airport,NA,US,Carroll
CIR,Cairo Regional Airport,NA,US,Cairo
CIU,Chippewa County International Airport,NA,US,Sault Ste Marie
CKA,Kegelman AF Aux Field,NA,US,Cherokee
CKB,North Central West Virginia Airport,NA,US,Clarksburg
GRM,Grand Marais Cook County Airport,NA,US,Grand Marais
CKM,Fletcher Field,NA,US,Clarksdale
CKN,Crookston Municipal Kirkwood Field,NA,US,Crookston
CKV,ClarksvilleâMontgomery County Regional Airport,NA,US,Clarksville
KCL,Chignik Lagoon Airport,NA,US,Chignik Flats
CLE,Cleveland Hopkins International Airport,NA,US,Cleveland
CLI,Clintonville Municipal Airport,NA,US,Clintonville
CLK,Clinton Regional Airport,NA,US,Clinton
CLL,Easterwood Field,NA,US,College Station
CLM,William R Fairchild International Airport,NA,US,Port Angeles
CLR,Cliff Hatfield Memorial Airport,NA,US,Calipatria
CLS,Chehalis Centralia Airport,NA,US,Chehalis
CLT,Charlotte Douglas International Airport,NA,US,Charlotte
CLW,Clearwater Air Park,NA,US,Clearwater
CMH,John Glenn Columbus International Airport,NA,US,Columbus
CMI,University of Illinois Willard Airport,NA,US,Champaign/Urbana
CMX,Houghton County Memorial Airport,NA,US,Hancock
CMY,Sparta Fort Mc Coy Airport,NA,US,Sparta
KCN,Chernofski Harbor Seaplane Base,NA,US,Chernofski Harbor
CNH,Claremont Municipal Airport,NA,US,Claremont
CNK,Blosser Municipal Airport,NA,US,Concordia
CNM,Cavern City Air Terminal,NA,US,Carlsbad
CNO,Chino Airport,NA,US,Chino
CNU,Chanute Martin Johnson Airport,NA,US,Chanute
CNW,TSTC Waco Airport,NA,US,Waco
CNY,Canyonlands Field,NA,US,Moab
COD,Yellowstone Regional Airport,NA,US,Cody
COE,Coeur D'Alene - Pappy Boyington Field,NA,US,Coeur d'Alene
COF,Patrick Air Force Base,NA,US,Cocoa Beach
COI,Merritt Island Airport,NA,US,Merritt Island
COM,Coleman Municipal Airport,NA,US,Coleman
CON,Concord Municipal Airport,NA,US,Concord
COS,City of Colorado Springs Municipal Airport,NA,US,Colorado Springs
COT,Cotulla-La Salle County Airport,NA,US,Cotulla
COU,Columbia Regional Airport,NA,US,Columbia
CPM,Compton Woodley Airport,NA,US,Compton
CPR,Casper-Natrona County International Airport,NA,US,Casper
CPS,St Louis Downtown Airport,NA,US,Cahokia/St Louis
HCW,Cheraw Municipal Airport/Lynch Bellinger Field,NA,US,Cheraw
KCR,Colorado Creek Airport,NA,US,Colorado Creek
CRE,Grand Strand Airport,NA,US,North Myrtle Beach
CRG,Jacksonville Executive at Craig Airport,NA,US,Jacksonville
CRO,Corcoran Airport,NA,US,Corcoran
CRP,Corpus Christi International Airport,NA,US,Corpus Christi
CLD,Mc Clellan-Palomar Airport,NA,US,Carlsbad
CRS,C David Campbell Field Corsicana Municipal Airport,NA,US,Corsicana
CRT,Z M Jack Stell Field,NA,US,Crossett
CRW,Yeager Airport,NA,US,Charleston
CRX,Roscoe Turner Airport,NA,US,Corinth
CSG,Columbus Metropolitan Airport,NA,US,Columbus
CSM,Clinton Sherman Airport,NA,US,Clinton
CSQ,Creston Municipal Airport,NA,US,Creston
CSV,Crossville Memorial Whitson Field,NA,US,Crossville
CTB,Cut Bank International Airport,NA,US,Cut Bank
CTY,Cross City Airport,NA,US,Cross City
CTZ,Sampson County Airport,NA,US,Clinton
CUB,Jim Hamilton L.B. Owens Airport,NA,US,Columbia
CUH,Cushing Municipal Airport,NA,US,Cushing
CVG,Cincinnati Northern Kentucky International Airport,NA,US,Cincinnati / Covington
CKK,Sharp County Regional Airport,NA,US,Ash Flat
CVN,Clovis Municipal Airport,NA,US,Clovis
CVO,Corvallis Municipal Airport,NA,US,Corvallis
CVS,Cannon Air Force Base,NA,US,Clovis
CWA,Central Wisconsin Airport,NA,US,Mosinee
KIP,Kickapoo Downtown Airport,NA,US,Wichita Falls
CWF,Chennault International Airport,NA,US,Lake Charles
CWI,Clinton Municipal Airport,NA,US,Clinton
CXL,Calexico International Airport,NA,US,Calexico
CXO,Conroe-North Houston Regional Airport,NA,US,Houston
CSN,Carson Airport,NA,US,Carson City
HAR,Capital City Airport,NA,US,Harrisburg
CYS,Cheyenne Regional Jerry Olson Field,NA,US,Cheyenne
KCZ,Kochi Airport (é«ç¥ç©ºæ¸¯),AS,JP,Nankoku
CZT,Dimmit County Airport,NA,US,Carrizo Springs
VEX,Tioga Municipal Airport,NA,US,Tioga
DAA,Davison Army Air Field,NA,US,Fort Belvoir
DAB,Daytona Beach International Airport,NA,US,Daytona Beach
DAG,Barstow Daggett Airport,NA,US,Daggett
DAL,Dallas Love Field,NA,US,Dallas
DAN,Danville Regional Airport,NA,US,Danville
DAY,James M Cox Dayton International Airport,NA,US,Dayton
DBN,W H 'Bud' Barron Airport,NA,US,Dublin
DBQ,Dubuque Regional Airport,NA,US,Dubuque
DCA,Ronald Reagan Washington National Airport,NA,US,Washington
DCU,Pryor Field Regional Airport,NA,US,Decatur
DDC,Dodge City Regional Airport,NA,US,Dodge City
DEC,Decatur Airport,NA,US,Decatur
DEH,Decorah Municipal Airport,NA,US,Decorah
DEN,Denver International Airport,NA,US,Denver
DET,Coleman A. Young Municipal Airport,NA,US,Detroit
DFI,Defiance Memorial Airport,NA,US,Defiance
DFW,Dallas Fort Worth International Airport,NA,US,Dallas-Fort Worth
DGL,Douglas Municipal Airport,NA,US,Douglas
DGW,Converse County Airport,NA,US,Douglas
DHN,Dothan Regional Airport,NA,US,Dothan
DHT,Dalhart Municipal Airport,NA,US,Dalhart
DIK,Dickinson Theodore Roosevelt Regional Airport,NA,US,Dickinson
DKK,Chautauqua County-Dunkirk Airport,NA,US,Dunkirk
DLL,Dillon County Airport,NA,US,Dillon
DLF,DLF Airport,NA,US,Del Rio
DLH,Duluth International Airport,NA,US,Duluth
DLN,Dillon Airport,NA,US,Dillon
DLS,Columbia Gorge Regional the Dalles Municipal Airport,NA,US,The Dalles
DMA,Davis Monthan Air Force Base,NA,US,Tucson
DMN,Deming Municipal Airport,NA,US,Deming
DMO,Sedalia Memorial Airport,NA,US,Sedalia
DNL,Daniel Field,NA,US,Augusta
DNN,Dalton Municipal Airport,NA,US,Dalton
DNS,Denison Municipal Airport,NA,US,Denison
DNV,Vermilion Regional Airport,NA,US,Danville
DOV,Dover Air Force Base,NA,US,Dover
KDP,Kandep Airport,OC,PG,Kandep
DPA,Dupage Airport,NA,US,Chicago/West Chicago
DPG,Michael AAF (Dugway Proving Ground) Airport,NA,US,Dugway Proving Ground
KDQ,Kamberatoro Airport,OC,PG,Kamberatoro Mission
DRA,Desert Rock Airport,NA,US,Mercury
DRI,Beauregard Regional Airport,NA,US,De Ridder
DRE,Drummond Island Airport,NA,US,Drummond Island
DRO,Durango La Plata County Airport,NA,US,Durango
DRT,Del Rio International Airport,NA,US,Del Rio
KDS,Kamaran Downs Airport,OC,AU,Kamaran Downs
DSM,Des Moines International Airport,NA,US,Des Moines
DSV,Dansville Municipal Airport,NA,US,Dansville
DTA,Delta Municipal Airport,NA,US,Delta
DTL,Detroit Lakes Airport - Wething Field,NA,US,Detroit Lakes
DTN,Shreveport Downtown Airport,NA,US,Shreveport
DSI,Destin Executive Airport,NA,US,Destin
DTW,Detroit Metropolitan Wayne County Airport,NA,US,Detroit
DUA,Eaker Field,NA,US,Durant
DUC,Halliburton Field,NA,US,Duncan
DUG,Bisbee Douglas International Airport,NA,US,Douglas Bisbee
DUJ,DuBois Regional Airport,NA,US,Dubois
DVL,Devils Lake Regional Airport,NA,US,Devils Lake
DVN,Davenport Municipal Airport,NA,US,Davenport
NOT,Marin County Airport - Gnoss Field,NA,US,Novato
NSL,Slayton Municipal Airport,NA,US,Slayton
DVT,Phoenix Deer Valley Airport,NA,US,Phoenix
KDW,Victoria Reservoir Seaplane Base,AS,LK,Kandy
DWF,Wright Field,NA,US,Dayton
DWH,David Wayne Hooks Memorial Airport,NA,US,Houston
DXR,Danbury Municipal Airport,NA,US,Danbury
DYL,Doylestown Airport,NA,US,Doylestown
DYS,Dyess Air Force Base,NA,US,Abilene
KDZ,Polgolla Reservoir Seaplane Base,AS,LK,Kandy
JJM,Mulika Lodge Airport,AF,KE,Meru-Kinna
VPG,Vipingo Estate Airport,AF,KE,Vipingo Estate
KTJ,Kichwa Tembo Airport,AF,KE,Kichwa Tembo
OSJ,Ol Seki Airstrip,AF,KE,
OLG,Olare Orok Airfield,AF,KE,
HKR,Mara North Conservancy Airstrip,AF,KE,Mara
ANA,Angama Airport,AF,KE,Maasai Mara
OLX,Olkiombo Airport,AF,KE,Olkiombo
KRV,Kerio Valley Airport,AF,KE,Kimwarer
KIU,Kiunga Airport,AF,KE,Kiunga
LBK,Liboi Airport,AF,KE,Liboi
LBN,Lake Baringo Airport,AF,KE,Lake Baringo
LKU,Lake Rudolf Airport,AF,KE,Lake Rudolf
MRE,Mara Lodges Airport,AF,KE,Mara Lodges
MUM,Mumias Airport,AF,KE,Mumias
MIF,Roy Hurd Memorial Airport,NA,US,Monahans
CCG,Crane County Airport,NA,US,Crane
ESO,Ohkay Owingeh Airport,NA,US,Espanola
WTR,Whiteriver Airport,NA,US,Whiteriver
ALE,Alpine Casparis Municipal Airport,NA,US,Alpine
BGT,Bagdad Airport,NA,US,Bagdad
EAN,Phifer Airfield,NA,US,Wheatland
EAR,Kearney Regional Airport,NA,US,Kearney
EAT,Pangborn Memorial Airport,NA,US,Wenatchee
EAU,Chippewa Valley Regional Airport,NA,US,Eau Claire
KEB,Nanwalek Airport,NA,US,Nanwalek
EBS,Webster City Municipal Airport,NA,US,Webster City
ECG,Elizabeth City Regional Airport & Coast Guard Air Station,NA,US,Elizabeth City
ECP,Northwest Florida Beaches International Airport,NA,US,Panama City Beach
ECS,Mondell Field,NA,US,Newcastle
EDE,Northeastern Regional Airport,NA,US,Edenton
ETS,Enterprise Municipal Airport,NA,US,Enterprise
EDW,Edwards Air Force Base,NA,US,Edwards
EED,Needles Airport,NA,US,Needles
EEN,Dillant Hopkins Airport,NA,US,Keene
EFD,Ellington Airport,NA,US,Houston
EFK,Northeast Kingdom International Airport,NA,US,Newport
EFW,Jefferson Municipal Airport,NA,US,Jefferson
KEG,Keglsugl Airport,OC,PG,Denglagu Mission
EGE,Eagle County Regional Airport,NA,US,Eagle
EGI,Duke Field,NA,US,Crestview
EGV,Eagle River Union Airport,NA,US,Eagle River
KEK,Ekwok Airport,NA,US,Ekwok
EKA,Murray Field,NA,US,Eureka
EKI,Elkhart Municipal Airport,NA,US,Elkhart
EKN,Elkins-Randolph Co-Jennings Randolph Field,NA,US,Elkins
EKO,Elko Regional Airport,NA,US,Elko
EKX,Addington Field,NA,US,Elizabethtown
ELA,Eagle Lake Airport,NA,US,Eagle Lake
ELD,South Arkansas Regional At Goodwin Field,NA,US,El Dorado
ELK,Elk City Regional Business Airport,NA,US,Elk City
ELM,Elmira Corning Regional Airport,NA,US,Elmira/Corning
ELN,Bowers Field,NA,US,Ellensburg
LYU,Ely Municipal Airport,NA,US,Ely
ELP,El Paso International Airport,NA,US,El Paso
ELY,Ely Airport Yelland Field,NA,US,Ely
ELZ,"Wellsville Municipal Arpt,Tarantine Field",NA,US,Wellsville
EMM,Kemmerer Municipal Airport,NA,US,Kemmerer
EMP,Emporia Municipal Airport,NA,US,Emporia
EMT,San Gabriel Valley Airport,NA,US,El Monte
END,Vance Air Force Base,NA,US,Enid
ENL,Centralia Municipal Airport,NA,US,Centralia
ENV,Wendover Airport,NA,US,Wendover
ENW,Kenosha Regional Airport,NA,US,Kenosha
EOK,Keokuk Municipal Airport,NA,US,Keokuk
EPH,Ephrata Municipal Airport,NA,US,Ephrata
EDK,Captain Jack Thomas El Dorado Airport,NA,US,El Dorado
ERI,Erie International Tom Ridge Field,NA,US,Erie
ERR,Errol Airport,NA,US,Errol
ERV,Kerrville Municipal Louis Schreiner Field,NA,US,Kerrville
ESC,Delta County Airport,NA,US,Escanaba
ESF,Esler Regional Airport,NA,US,Alexandria
ESN,Easton Newnam Field,NA,US,Easton
EST,Estherville Municipal Airport,NA,US,Estherville
ESW,Easton State Airport,NA,US,Easton
ETB,West Bend Municipal Airport,NA,US,West Bend
ETN,Eastland Municipal Airport,NA,US,Eastland
EUF,Weedon Field,NA,US,Eufaula
EUG,Mahlon Sweet Field,NA,US,Eugene
EVM,Eveleth Virginia Municipal Airport,NA,US,Eveleth
EVV,Evansville Regional Airport,NA,US,Evansville
EVW,Evanston-Uinta County Airport-Burns Field,NA,US,Evanston
EWB,New Bedford Regional Airport,NA,US,New Bedford
EWK,Newton City-County Airport,NA,US,Newton
EWN,Coastal Carolina Regional Airport,NA,US,New Bern
EWR,Newark Liberty International Airport,NA,US,Newark
KEX,Kanabea Airport,OC,PG,Kanabea
EYW,Key West International Airport,NA,US,Key West
KEZ,Kelani-Peliyagoda Seaplane Base,AS,LK,Colombo
WIB,Wilbarger County Airport,NA,US,Vernon
RBK,French Valley Airport,NA,US,Murrieta/Temecula
FAF,Felker Army Air Field,NA,US,Fort Eustis
FAM,Farmington Regional Airport,NA,US,Farmington
FAR,Hector International Airport,NA,US,Fargo
FAT,Fresno Yosemite International Airport,NA,US,Fresno
FAY,Fayetteville Regional Grannis Field,NA,US,Fayetteville
FBG,Simmons Army Air Field,NA,US,Fort Bragg
FBL,Faribault Municipal Airport-Liz Wall Strohfus Field,NA,US,Faribault
FBR,Fort Bridger Airport,NA,US,Fort Bridger
FBY,Fairbury Municipal Airport,NA,US,Fairbury
FCH,Fresno Chandler Executive Airport,NA,US,Fresno
FCM,Flying Cloud Airport,NA,US,Minneapolis
FCS,Butts AAF (Fort Carson) Air Field,NA,US,Fort Carson
FCY,Forrest City Municipal Airport,NA,US,Forrest City
FDK,Frederick Municipal Airport,NA,US,Frederick
FDR,Frederick Regional Airport,NA,US,Frederick
FDY,Findlay Airport,NA,US,Findlay
FEP,Albertus Airport,NA,US,Freeport
FET,Fremont Municipal Airport,NA,US,Fremont
FFA,First Flight Airport,NA,US,Kill Devil Hills
FFL,Fairfield Municipal Airport,NA,US,Fairfield
FFM,Fergus Falls Municipal Airport - Einar Mickelson Field,NA,US,Fergus Falls
FFO,Wright-Patterson Air Force Base,NA,US,Dayton
FFT,Capital City Airport,NA,US,Frankfort
MSC,Falcon Field,NA,US,Mesa
FRD,Friday Harbor Airport,NA,US,Friday Harbor
FHU,Sierra Vista Municipal Airport / Libby Army Air Field,NA,US,Fort Huachuca / Sierra Vista
FKL,Venango Regional Airport,NA,US,Franklin
FKN,Franklin Regional Airport,NA,US,Franklin
FLD,Fond du Lac County Airport,NA,US,Fond du Lac
FLG,Flagstaff Pulliam Airport,NA,US,Flagstaff
FLL,Fort Lauderdale Hollywood International Airport,NA,US,Fort Lauderdale
FLO,Florence Regional Airport,NA,US,Florence
FLP,Marion County Regional Airport,NA,US,Flippin
FLU,Flushing Airport,NA,US,Queens
FLV,Sherman Army Air Field,NA,US,Fort Leavenworth
FLX,Fallon Municipal Airport,NA,US,Fallon
FME,Tipton Airport,NA,US,Fort Meade(Odenton)
FMH,Cape Cod Coast Guard Air Station,NA,US,Falmouth
FMN,Four Corners Regional Airport,NA,US,Farmington
FMY,Page Field,NA,US,Fort Myers
FNL,Northern Colorado Regional Airport,NA,US,Fort Collins/Loveland
FNT,Bishop International Airport,NA,US,Flint
FOD,Fort Dodge Regional Airport,NA,US,Fort Dodge
FOE,Topeka Regional Airport - Forbes Field,NA,US,Topeka
FOK,Francis S Gabreski Airport,NA,US,Westhampton Beach
FIL,Fillmore Municipal Airport,NA,US,Fillmore
FPR,St Lucie County International Airport,NA,US,Fort Pierce
FRG,Republic Airport,NA,US,Farmingdale
FRH,French Lick Municipal Airport,NA,US,French Lick
FRI,Marshall Army Air Field,NA,US,Fort Riley(Junction City)
FRM,Fairmont Municipal Airport,NA,US,Fairmont
FRR,Front Royal Warren County Airport,NA,US,Front Royal
FSD,Joe Foss Field Airport,NA,US,Sioux Falls
FSI,Henry Post Army Air Field (Fort Sill),NA,US,Fort Sill
FSK,Fort Scott Municipal Airport,NA,US,Fort Scott
FSM,Fort Smith Regional Airport,NA,US,Fort Smith
FST,Fort Stockton Pecos County Airport,NA,US,Fort Stockton
FSU,Fort Sumner Municipal Airport,NA,US,Fort Sumner
FMS,Fort Madison Municipal Airport,NA,US,Fort Madison
FTK,Godman Army Air Field,NA,US,Fort Knox
FTW,Fort Worth Meacham International Airport,NA,US,Fort Worth
FTY,Fulton County Airport Brown Field,NA,US,Atlanta
FUL,Fullerton Municipal Airport,NA,US,Fullerton
WFK,Northern Aroostook Regional Airport,NA,US,Frenchville
FWA,Fort Wayne International Airport,NA,US,Fort Wayne
FXE,Fort Lauderdale Executive Airport,NA,US,Fort Lauderdale
FXY,Forest City Municipal Airport,NA,US,Forest City
FYM,Fayetteville Municipal Airport,NA,US,Fayetteville
FYV,Drake Field,NA,US,Fayetteville
GAD,Northeast Alabama Regional Airport,NA,US,Gadsden
GAG,Gage Airport,NA,US,Gage
GAI,Montgomery County Airpark,NA,US,Gaithersburg
GBD,Great Bend Municipal Airport,NA,US,Great Bend
GBG,Galesburg Municipal Airport,NA,US,Galesburg
GBR,Walter J. Koladza Airport,NA,US,Great Barrington
GCC,Gillette Campbell County Airport,NA,US,Gillette
JDA,Grant Co Regional/Ogilvie Field,NA,US,John Day
GCK,Garden City Regional Airport,NA,US,Garden City
GCN,Grand Canyon National Park Airport,NA,US,Grand Canyon
GCY,Greeneville Municipal Airport,NA,US,Greeneville
GDM,Gardner Municipal Airport,NA,US,Gardner
GDV,Dawson Community Airport,NA,US,Glendive
GDW,Gladwin Zettel Memorial Airport,NA,US,Gladwin
GED,Sussex County Airport,NA,US,Georgetown
GEG,Spokane International Airport,NA,US,Spokane
GEY,South Big Horn County Airport,NA,US,Greybull
GFA,Malmstrom Air Force Base,NA,US,Great Falls
GFK,Grand Forks International Airport,NA,US,Grand Forks
GFL,Floyd Bennett Memorial Airport,NA,US,Glens Falls
GGE,Georgetown County Airport,NA,US,Georgetown
GGG,East Texas Regional Airport,NA,US,Longview
GGW,Wokal Field/Glasgow-Valley County Airport,NA,US,Glasgow
GHM,Centerville Municipal Airport,NA,US,Centerville
GIF,Winter Haven Regional Airport - Gilbert Field,NA,US,Winter Haven
GJT,Grand Junction Regional Airport,NA,US,Grand Junction
MEJ,Port Meadville Airport,NA,US,Meadville
GKT,Gatlinburg-Pigeon Forge Airport,NA,US,Sevierville
GLD,Renner Field-Goodland Municipal Airport,NA,US,Goodland
GLE,Gainesville Municipal Airport,NA,US,Gainesville
GLH,Mid Delta Regional Airport,NA,US,Greenville
GLR,Gaylord Regional Airport,NA,US,Gaylord
GLS,Scholes International At Galveston Airport,NA,US,Galveston
GLW,Glasgow Municipal Airport,NA,US,Glasgow
GMU,Greenville Downtown Airport,NA,US,Greenville
GNG,Gooding Municipal Airport,NA,US,Gooding
GNT,Grants-Milan Municipal Airport,NA,US,Grants
GNV,Gainesville Regional Airport,NA,US,Gainesville
GOK,Guthrie-Edmond Regional Airport,NA,US,Guthrie
GON,Groton New London Airport,NA,US,Groton (New London)
FCA,Glacier Park International Airport,NA,US,Kalispell
GPT,Gulfport Biloxi International Airport,NA,US,Gulfport
GPZ,Grand Rapids Itasca Co-Gordon Newstrom field,NA,US,Grand Rapids
GQQ,Galion Municipal Airport,NA,US,Galion
GRB,Austin Straubel International Airport,NA,US,Green Bay
GRD,Greenwood County Airport,NA,US,Greenwood
GRE,Greenville Airport,NA,US,Greenville
GRF,Gray Army Air Field,NA,US,Fort Lewis/Tacoma
GRI,Central Nebraska Regional Airport,NA,US,Grand Island
GRK,Robert Gray  Army Air Field Airport,NA,US,Fort Hood/Killeen
GRN,Gordon Municipal Airport,NA,US,Gordon
GRR,Gerald R. Ford International Airport,NA,US,Grand Rapids
GSB,Seymour Johnson Air Force Base,NA,US,Goldsboro
GSH,Goshen Municipal Airport,NA,US,Goshen
GSO,Piedmont Triad International Airport,NA,US,Greensboro
GSP,Greenville Spartanburg International Airport,NA,US,Greenville
GSW,Greater Southwest International Airport-Amon Carter Field,NA,US,Fort Worth
GTF,Great Falls International Airport,NA,US,Great Falls
GTG,Grantsburg Municipal Airport,NA,US,Grantsburg
GTR,Golden Triangle Regional Airport,NA,US,Columbus/W Point/Starkville
GUC,Gunnison Crested Butte Regional Airport,NA,US,Gunnison
GUP,Gallup Municipal Airport,NA,US,Gallup
GUS,Grissom Air Reserve Base,NA,US,Peru
GUY,Guymon Municipal Airport,NA,US,Guymon
GVL,Lee Gilmer Memorial Airport,NA,US,Gainesville
GVT,Majors Airport,NA,US,Greenville
GVW,Richards-Gebaur Air Force Base,NA,US,Belton
KGW,Kagi Airport,OC,PG,Kagi
GWO,GreenwoodâLeflore Airport,NA,US,Greenwood
GWS,Glenwood Springs Municipal Airport,NA,US,Glenwood Springs
KGX,Grayling Airport,NA,US,Grayling
GXY,GreeleyâWeld County Airport,NA,US,Greeley
GDC,Donaldson Field Airport,NA,US,Greenville
PNX,North Texas Regional Airport/Perrin Field,NA,US,Sherman/Denison
GYR,Phoenix Goodyear Airport,NA,US,Goodyear
GYY,Gary Chicago International Airport,NA,US,Gary
KGZ,Glacier Creek Airport,NA,US,Glacier Creek
HAB,Marion County Rankin Fite Airport,NA,US,Hamilton
HAF,Half Moon Bay Airport,NA,US,Half Moon Bay
HAI,Three Rivers Municipal Dr Haines Airport,NA,US,Three Rivers
HAO,Butler Co Regional Airport - Hogan Field,NA,US,Hamilton
HAX,Hatbox Field,NA,US,Muskogee
HBG,Hattiesburg Bobby L Chain Municipal Airport,NA,US,Hattiesburg
HBR,Hobart Regional Airport,NA,US,Hobart
HDE,Brewster Field,NA,US,Holdrege
HDN,Yampa Valley Airport,NA,US,Hayden
HEE,Thompson-Robbins Airport,NA,US,Helena/West Helena
MNZ,Manassas Regional Airport/Harry P. Davis Field,NA,US,Manassas
HEZ,Hardy-Anders Field / Natchez-Adams County Airport,NA,US,Natchez
HFD,Hartford Brainard Airport,NA,US,Hartford
HFF,Mackall Army Air Field,NA,US,Camp Mackall
HGR,Hagerstown Regional Richard A Henson Field,NA,US,Hagerstown
HHR,Jack Northrop Field Hawthorne Municipal Airport,NA,US,Hawthorne
HUJ,Stan Stamper Municipal Airport,NA,US,Hugo
HIB,Range Regional Airport,NA,US,Hibbing
HIE,Mount Washington Regional Airport,NA,US,Whitefield
HIF,Hill Air Force Base,NA,US,Ogden
HII,Lake Havasu City Airport,NA,US,Lake Havasu City
HIO,Portland Hillsboro Airport,NA,US,Portland
HKA,Blytheville Municipal Airport,NA,US,Blytheville
HKS,Hawkins Field,NA,US,Jackson
HKY,Hickory Regional Airport,NA,US,Hickory
KHL,Khan Jahan Ali Airport,AS,BD,Khulna
HLB,Hillenbrand Industries Airport,NA,US,Batesville
HLC,Hill City Municipal Airport,NA,US,Hill City
HLG,Wheeling Ohio County Airport,NA,US,Wheeling
HLM,Park Township Airport,NA,US,Holland
HLN,Helena Regional Airport,NA,US,Helena
HLR,Hood Army Air Field,NA,US,Fort Hood(Killeen)
HMN,Holloman Air Force Base,NA,US,Alamogordo
HMT,Hemet Ryan Airport,NA,US,Hemet
HNB,Huntingburg Airport,NA,US,Huntingburg
HSH,Henderson Executive Airport,NA,US,Las Vegas
HOB,Lea County Regional Airport,NA,US,Hobbs
HON,Huron Regional Airport,NA,US,Huron
HOP,Campbell AAF (Fort Campbell) Air Field,NA,US,Fort Campbell/Hopkinsville
HOT,Memorial Field,NA,US,Hot Springs
